expiration,strike,option_type,bid,ask,last,volume
2026-01-21,10.5,put,0.01,0.07,0.02,1290.0
2026-01-21,11.0,put,0.02,0.08,0.04,262.0
2026-01-21,11.5,put,0.04,0.05,0.05,40.0
2026-01-21,12.0,put,0.06,0.12,0.07,101.0
2026-01-21,12.5,put,0.08,0.1,0.08,100.0
2026-01-21,13.0,put,0.11,0.13,0.12,70.0
2026-01-21,13.5,put,0.14,0.2,0.2,8.0
2026-01-21,14.0,put,0.18,0.25,0.22,100.0
2026-01-21,14.5,put,0.24,0.31,0.35,1.0
2026-01-21,15.0,put,0.31,0.39,0.38,13.0
2026-01-21,16.0,put,0.52,0.61,0.64,3.0
2026-01-21,17.0,put,0.85,0.96,0.96,98.0
2026-01-21,18.0,put,1.26,1.4,1.37,10.0
2026-01-21,19.0,put,1.79,1.95,2.02,1.0
2026-01-21,20.0,put,2.36,2.54,2.49,10.0
2026-01-21,21.0,put,2.99,3.2,3.05,10.0
2026-01-21,22.0,put,3.65,3.85,3.6,10.0
2026-01-21,23.0,put,4.3,4.7,5.44,
2026-01-21,24.0,put,5.0,5.25,5.4,10.0
2026-01-21,25.0,put,5.75,6.0,6.05,5.0
2026-01-21,26.0,put,6.55,6.8,6.65,1.0
2026-01-21,27.0,put,7.15,8.25,7.4,2.0
2026-01-21,30.0,put,8.9,11.0,10.93,6.0
2026-01-21,40.0,put,18.7,18.95,19.1,
2026-01-21,45.0,put,23.45,24.05,24.6,1.0
2026-01-21,55.0,put,0.0,0.0,32.62,
2026-01-21,140.0,put,0.0,0.0,114.56,
2026-01-21,150.0,put,124.35,124.85,124.65,1.0
2026-02-18,10.0,call,11.25,12.95,12.5,2.0
2026-02-18,11.0,call,10.25,12.0,11.3,2.0
2026-02-18,11.5,call,10.25,11.2,10.2,2.0
2026-02-18,12.0,call,9.8,10.7,10.35,5.0
2026-02-18,12.5,call,9.45,10.25,9.2,
2026-02-18,13.0,call,8.9,9.85,9.3,10.0
2026-02-18,13.5,call,8.45,9.35,8.5,
2026-02-18,14.0,call,8.0,8.9,8.25,10.0
2026-02-18,14.5,call,7.6,8.45,7.65,1.0
2026-02-18,15.0,call,7.2,8.05,7.3,1.0
2026-02-18,16.0,call,6.5,7.35,6.7,1.0
2026-02-18,17.0,call,6.0,6.7,6.0,7.0
2026-02-18,18.0,call,5.4,5.85,5.75,3.0
2026-02-18,19.0,call,4.9,5.85,5.36,3.0
2026-02-18,20.0,call,4.85,5.25,4.8,3.0
2026-02-18,21.0,call,4.2,5.05,4.6,10.0
2026-02-18,22.0,call,4.0,4.65,4.15,2.0
2026-02-18,23.0,call,3.7,4.4,4.2,20.0
2026-02-18,24.0,call,3.45,4.15,3.75,6.0
2026-02-18,25.0,call,3.2,3.7,3.65,4.0
2026-02-18,26.0,call,2.9,3.7,2.99,
2026-02-18,28.0,call,2.82,3.3,3.0,163.0
2026-02-18,29.0,call,2.39,3.1,2.6,160.0
2026-02-18,30.0,call,2.42,2.95,2.5,160.0
2026-02-18,31.0,call,2.2,2.91,2.35,1.0
2026-02-18,32.0,call,2.15,2.79,2.2,160.0
2026-02-18,34.0,call,1.81,2.59,2.1,24.0
2026-02-18,35.0,call,1.72,2.5,2.09,1.0
2026-02-18,36.0,call,1.62,2.42,1.9,1.0
2026-02-18,37.0,call,1.55,2.33,2.02,
2026-02-18,38.0,call,1.49,2.26,1.86,1.0
2026-02-18,40.0,call,1.32,2.11,2.0,10.0
2026-02-18,42.5,call,1.54,1.95,1.4,
2026-02-18,45.0,call,1.04,1.81,1.5,20.0
2026-02-18,50.0,call,1.15,1.57,1.15,1.0
2026-02-18,55.0,call,0.66,1.38,1.45,
2026-02-18,60.0,call,0.56,1.22,0.95,2.0
2026-02-18,65.0,call,0.45,1.1,1.0,2.0
2026-02-18,70.0,call,0.55,0.7,0.65,14.0
2026-02-18,75.0,call,0.28,0.63,0.57,17.0
2026-02-18,80.0,call,0.44,0.56,0.5,23.0
2026-02-18,85.0,call,0.25,0.49,0.49,1.0
2026-02-18,90.0,call,0.17,0.45,0.44,30.0
2026-02-18,95.0,call,0.14,0.41,0.38,18.0
2026-02-18,100.0,call,0.2,0.54,0.47,5.0
2026-02-18,120.0,call,0.05,0.47,0.4,
2026-02-18,150.0,call,0.06,0.34,0.23,3.0
2026-02-18,10.0,put,0.01,0.23,0.05,2.0
2026-02-18,12.5,put,0.01,0.17,0.12,5.0
2026-02-18,13.0,put,0.14,0.16,0.15,1.0
2026-02-18,13.5,put,0.07,0.36,0.18,
2026-02-18,14.0,put,0.1,0.25,0.34,
2026-02-18,14.5,put,0.06,0.55,0.11,24.0
2026-02-18,15.0,put,0.3,0.46,0.45,1.0
2026-02-18,16.0,put,0.55,0.88,0.81,3.0
2026-02-18,17.0,put,0.77,1.35,0.97,9.0
2026-02-18,18.0,put,1.19,1.74,1.75,1.0
2026-02-18,19.0,put,1.69,2.34,1.92,16.0
2026-02-18,20.0,put,2.24,2.94,2.65,1.0
2026-02-18,21.0,put,2.86,3.6,3.0,
2026-02-18,22.0,put,3.5,4.25,4.0,
2026-02-18,23.0,put,4.15,5.0,4.85,1.0
2026-02-18,24.0,put,4.85,5.7,6.0,
2026-02-18,30.0,put,9.55,10.1,10.52,
2026-02-18,140.0,put,113.4,115.65,114.82,20.0
2026-02-18,150.0,put,123.1,125.35,124.25,1.0
